Season_Code,Week_In_Year,Week_Start,Terminal,Airline,Airline_Name,Flight_Category,Aircraft_Family,Weekly_Movements,Peak_Day_Movements,Avg_Load_Factor_Pct,Status,Data_type
W24,5,03-02-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,45,8,89%,Departure,Historical
W24,5,03-02-25,T2,EI,Aer Lingus,International Long-Haul,A330,10,2,85%,Departure,Historical
W24,5,03-02-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,94,17,68%,Departure,Historical
W24,5,03-02-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,60,11,81%,Departure,Historical
W24,5,03-02-25,T2,BA,British Airways,International Short-Haul,A320,62,11,82%,Departure,Historical
W24,5,03-02-25,T2,BA,British Airways,International Short-Haul,E-Jet,42,8,82%,Departure,Historical
W24,5,03-02-25,T1,LH,Lufthansa,International Short-Haul,A320,34,6,83%,Departure,Historical
W24,5,03-02-25,T1,AF,Air France,International Short-Haul,A320,32,5,84%,Departure,Historical
W24,5,03-02-25,T1,KL,KLM,International Short-Haul,A320,33,6,81%,Departure,Historical
W24,5,03-02-25,T1,IB,Iberia,International Short-Haul,A320,20,4,82%,Departure,Historical
W24,5,03-02-25,T1,VY,Vueling,International Short-Haul,A320,19,3,81%,Departure,Historical
W24,5,03-02-25,T1,OS,Austrian,International Short-Haul,A320,10,2,80%,Departure,Historical
W24,5,03-02-25,T1,SK,SAS,International Short-Haul,A320,10,2,81%,Departure,Historical
W24,5,03-02-25,T1,AY,Finnair,International Short-Haul,A320,8,2,82%,Departure,Historical
W24,5,03-02-25,T1,TK,Turkish Airlines,International Long-Haul,A320,15,3,84%,Departure,Historical
W24,5,03-02-25,T1,U2,easyJet,International Short-Haul,A320,45,8,84%,Departure,Historical
W24,5,03-02-25,T1,W6,Wizz Air,International Short-Haul,A320,37,6,82%,Departure,Historical
W24,5,03-02-25,T2,AA,American Airlines,Transatlantic CBP,B787,22,4,86%,Departure,Historical
W24,5,03-02-25,T2,UA,United Airlines,Transatlantic CBP,B787,12,2,88%,Departure,Historical
W24,5,03-02-25,T2,DL,Delta Air Lines,Transatlantic CBP,A330,6,1,89%,Departure,Historical
W24,5,03-02-25,T2,AC,Air Canada,Transatlantic CBP,B787,6,1,86%,Departure,Historical
W24,5,03-02-25,T2,EK,Emirates,International Long-Haul,B777,11,2,82%,Departure,Historical
W24,5,03-02-25,T2,EY,Etihad,International Long-Haul,A330,5,1,85%,Departure,Historical
W24,5,03-02-25,T1,5X,UPS,Cargo,B767,5,1,nan%,Departure,Historical
W24,5,03-02-25,T1,FX,FedEx,Cargo,A320,3,1,nan%,Departure,Historical
W24,6,10-02-25,T1,FR,Ryanair,International Short-Haul,B737,746,129,82%,Departure,Historical
W24,6,10-02-25,T1,FR,Ryanair,International Short-Haul,A320,56,10,82%,Departure,Historical
W24,6,10-02-25,T1,FR,Ryanair,Domestic,B737,42,8,71%,Departure,Historical
W24,6,10-02-25,T2,EI,Aer Lingus,International Short-Haul,A320,259,44,80%,Departure,Historical
W24,6,10-02-25,T2,EI,Aer Lingus,Transatlantic CBP,A330,96,16,87%,Departure,Historical
W24,6,10-02-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,47,8,88%,Departure,Historical
W24,6,10-02-25,T2,EI,Aer Lingus,International Long-Haul,A330,10,2,84%,Departure,Historical
W24,6,10-02-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,97,18,71%,Departure,Historical
W24,6,10-02-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,63,11,81%,Departure,Historical
W24,6,10-02-25,T2,BA,British Airways,International Short-Haul,A320,62,11,82%,Departure,Historical
W24,6,10-02-25,T2,BA,British Airways,International Short-Haul,E-Jet,44,8,81%,Departure,Historical
W24,6,10-02-25,T1,LH,Lufthansa,International Short-Haul,A320,35,6,83%,Departure,Historical
W24,6,10-02-25,T1,AF,Air France,International Short-Haul,A320,32,5,82%,Departure,Historical
W24,6,10-02-25,T1,KL,KLM,International Short-Haul,A320,33,6,81%,Departure,Historical
W24,6,10-02-25,T1,IB,Iberia,International Short-Haul,A320,21,4,83%,Departure,Historical
W24,6,10-02-25,T1,VY,Vueling,International Short-Haul,A320,20,4,81%,Departure,Historical
W24,6,10-02-25,T1,OS,Austrian,International Short-Haul,A320,11,2,82%,Departure,Historical
W24,6,10-02-25,T1,SK,SAS,International Short-Haul,A320,11,2,80%,Departure,Historical
W24,6,10-02-25,T1,AY,Finnair,International Short-Haul,A320,8,1,82%,Departure,Historical
W24,6,10-02-25,T1,TK,Turkish Airlines,International Long-Haul,A320,15,3,84%,Departure,Historical
W24,6,10-02-25,T1,U2,easyJet,International Short-Haul,A320,45,8,82%,Departure,Historical
W24,6,10-02-25,T1,W6,Wizz Air,International Short-Haul,A320,37,6,80%,Departure,Historical
W24,6,10-02-25,T2,AA,American Airlines,Transatlantic CBP,B787,25,4,87%,Departure,Historical
W24,6,10-02-25,T2,UA,United Airlines,Transatlantic CBP,B787,12,2,86%,Departure,Historical
W24,6,10-02-25,T2,DL,Delta Air Lines,Transatlantic CBP,A330,6,1,86%,Departure,Historical
W24,6,10-02-25,T2,AC,Air Canada,Transatlantic CBP,B787,6,1,86%,Departure,Historical
W24,6,10-02-25,T2,EK,Emirates,International Long-Haul,B777,10,2,85%,Departure,Historical
W24,6,10-02-25,T2,EY,Etihad,International Long-Haul,A330,5,1,82%,Departure,Historical
W24,6,10-02-25,T1,5X,UPS,Cargo,B767,5,1,nan%,Departure,Historical
W24,6,10-02-25,T1,FX,FedEx,Cargo,A320,3,1,nan%,Departure,Historical
W24,7,17-02-25,T1,FR,Ryanair,International Short-Haul,B737,926,155,82%,Departure,Historical
W24,7,17-02-25,T1,FR,Ryanair,International Short-Haul,A320,63,12,85%,Departure,Historical
W24,7,17-02-25,T1,FR,Ryanair,Domestic,B737,51,10,71%,Departure,Historical
W24,7,17-02-25,T2,EI,Aer Lingus,International Short-Haul,A320,318,55,83%,Departure,Historical
W24,7,17-02-25,T2,EI,Aer Lingus,Transatlantic CBP,A330,112,20,90%,Departure,Historical
W24,7,17-02-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,55,10,90%,Departure,Historical
W24,7,17-02-25,T2,EI,Aer Lingus,International Long-Haul,A330,12,2,86%,Departure,Historical
W24,7,17-02-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,113,20,70%,Departure,Historical
W24,7,17-02-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,73,14,83%,Departure,Historical
W24,7,17-02-25,T2,BA,British Airways,International Short-Haul,A320,74,12,81%,Departure,Historical
W24,7,17-02-25,T2,BA,British Airways,International Short-Haul,E-Jet,56,10,83%,Departure,Historical
W24,7,17-02-25,T1,LH,Lufthansa,International Short-Haul,A320,41,8,84%,Departure,Historical
W24,7,17-02-25,T1,AF,Air France,International Short-Haul,A320,40,7,83%,Departure,Historical
W24,7,17-02-25,T1,KL,KLM,International Short-Haul,A320,40,7,84%,Departure,Historical
W24,7,17-02-25,T1,IB,Iberia,International Short-Haul,A320,25,5,83%,Departure,Historical
W24,7,17-02-25,T1,VY,Vueling,International Short-Haul,A320,22,4,82%,Departure,Historical
W24,7,17-02-25,T1,OS,Austrian,International Short-Haul,A320,14,3,83%,Departure,Historical
W24,7,17-02-25,T1,SK,SAS,International Short-Haul,A320,13,2,84%,Departure,Historical
W24,7,17-02-25,T1,AY,Finnair,International Short-Haul,A320,10,2,83%,Departure,Historical
W24,7,17-02-25,T1,TK,Turkish Airlines,International Long-Haul,A320,18,3,85%,Departure,Historical
W24,7,17-02-25,T1,U2,easyJet,International Short-Haul,A320,51,10,82%,Departure,Historical
W24,7,17-02-25,T1,W6,Wizz Air,International Short-Haul,A320,43,7,84%,Departure,Historical
W24,7,17-02-25,T2,AA,American Airlines,Transatlantic CBP,B787,28,5,87%,Departure,Historical
W24,7,17-02-25,T2,UA,United Airlines,Transatlantic CBP,B787,14,2,90%,Departure,Historical
W24,7,17-02-25,T2,DL,Delta Air Lines,Transatlantic CBP,A330,7,1,89%,Departure,Historical
W24,7,17-02-25,T2,AC,Air Canada,Transatlantic CBP,B787,7,1,90%,Departure,Historical
W24,7,17-02-25,T2,EK,Emirates,International Long-Haul,B777,12,2,86%,Departure,Historical
W24,7,17-02-25,T2,EY,Etihad,International Long-Haul,A330,7,1,84%,Departure,Historical
W24,7,17-02-25,T1,5X,UPS,Cargo,B767,6,1,nan%,Departure,Historical
W24,7,17-02-25,T1,FX,FedEx,Cargo,A320,4,1,nan%,Departure,Historical
W24,8,24-02-25,T1,FR,Ryanair,International Short-Haul,B737,850,162,81%,Departure,Historical
W24,8,24-02-25,T1,FR,Ryanair,International Short-Haul,A320,59,11,80%,Departure,Historical
W24,8,24-02-25,T1,FR,Ryanair,Domestic,B737,42,7,69%,Departure,Historical
W24,8,24-02-25,T2,EI,Aer Lingus,International Short-Haul,A320,287,52,83%,Departure,Historical
W24,8,24-02-25,T2,EI,Aer Lingus,Transatlantic CBP,A330,104,18,89%,Departure,Historical
W24,8,24-02-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,49,9,87%,Departure,Historical
W24,8,24-02-25,T2,EI,Aer Lingus,International Long-Haul,A330,12,2,83%,Departure,Historical
W24,8,24-02-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,100,18,70%,Departure,Historical
W24,8,24-02-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,64,12,81%,Departure,Historical
W24,8,24-02-25,T2,BA,British Airways,International Short-Haul,A320,62,11,82%,Departure,Historical
W24,8,24-02-25,T2,BA,British Airways,International Short-Haul,E-Jet,45,8,82%,Departure,Historical
W24,8,24-02-25,T1,LH,Lufthansa,International Short-Haul,A320,36,7,84%,Departure,Historical
W24,8,24-02-25,T1,AF,Air France,International Short-Haul,A320,33,6,83%,Departure,Historical
W24,8,24-02-25,T1,KL,KLM,International Short-Haul,A320,34,6,82%,Departure,Historical
W24,8,24-02-25,T1,IB,Iberia,International Short-Haul,A320,22,4,83%,Departure,Historical
W24,8,24-02-25,T1,VY,Vueling,International Short-Haul,A320,20,3,82%,Departure,Historical
W24,8,24-02-25,T1,OS,Austrian,International Short-Haul,A320,12,2,82%,Departure,Historical
W24,8,24-02-25,T1,SK,SAS,International Short-Haul,A320,12,2,82%,Departure,Historical
W24,8,24-02-25,T1,AY,Finnair,International Short-Haul,A320,9,2,82%,Departure,Historical
W24,8,24-02-25,T1,TK,Turkish Airlines,International Long-Haul,A320,17,3,86%,Departure,Historical
W24,8,24-02-25,T1,U2,easyJet,International Short-Haul,A320,48,8,83%,Departure,Historical
W24,8,24-02-25,T1,W6,Wizz Air,International Short-Haul,A320,40,7,82%,Departure,Historical
W24,8,24-02-25,T2,AA,American Airlines,Transatlantic CBP,B787,25,5,87%,Departure,Historical
W24,8,24-02-25,T2,UA,United Airlines,Transatlantic CBP,B787,13,2,86%,Departure,Historical
W24,8,24-02-25,T2,DL,Delta Air Lines,Transatlantic CBP,A330,7,1,87%,Departure,Historical
W24,8,24-02-25,T2,AC,Air Canada,Transatlantic CBP,B787,6,1,87%,Departure,Historical
W24,8,24-02-25,T2,EK,Emirates,International Long-Haul,B777,11,2,83%,Departure,Historical
W24,8,24-02-25,T2,EY,Etihad,International Long-Haul,A330,6,1,83%,Departure,Historical
W24,8,24-02-25,T1,5X,UPS,Cargo,B767,5,1,nan%,Departure,Historical
W24,8,24-02-25,T1,FX,FedEx,Cargo,A320,4,1,nan%,Departure,Historical
W24,9,03-03-25,T1,FR,Ryanair,International Short-Haul,B737,941,168,81%,Departure,Historical
W24,9,03-03-25,T1,FR,Ryanair,International Short-Haul,A320,65,12,83%,Departure,Historical
W24,9,03-03-25,T1,FR,Ryanair,Domestic,B737,49,8,69%,Departure,Historical
W24,9,03-03-25,T2,EI,Aer Lingus,International Short-Haul,A320,303,52,81%,Departure,Historical
W24,9,03-03-25,T2,EI,Aer Lingus,Transatlantic CBP,A330,102,17,90%,Departure,Historical
W24,9,03-03-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,52,9,89%,Departure,Historical
W24,9,03-03-25,T2,EI,Aer Lingus,International Long-Haul,A330,12,2,86%,Departure,Historical
W24,9,03-03-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,101,19,72%,Departure,Historical
W24,9,03-03-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,70,13,82%,Departure,Historical
W24,9,03-03-25,T2,BA,British Airways,International Short-Haul,A320,69,13,84%,Departure,Historical
W24,9,03-03-25,T2,BA,British Airways,International Short-Haul,E-Jet,50,9,84%,Departure,Historical
W24,9,03-03-25,T1,LH,Lufthansa,International Short-Haul,A320,42,8,82%,Departure,Historical
W24,9,03-03-25,T1,AF,Air France,International Short-Haul,A320,37,7,81%,Departure,Historical
W24,9,03-03-25,T1,KL,KLM,International Short-Haul,A320,38,7,82%,Departure,Historical
W24,9,03-03-25,T1,IB,Iberia,International Short-Haul,A320,23,4,81%,Departure,Historical
W24,9,03-03-25,T1,VY,Vueling,International Short-Haul,A320,22,4,81%,Departure,Historical
W24,9,03-03-25,T1,OS,Austrian,International Short-Haul,A320,12,2,81%,Departure,Historical
W24,9,03-03-25,T1,SK,SAS,International Short-Haul,A320,12,2,82%,Departure,Historical
W24,9,03-03-25,T1,AY,Finnair,International Short-Haul,A320,10,2,82%,Departure,Historical
W24,9,03-03-25,T1,TK,Turkish Airlines,International Long-Haul,A320,18,3,82%,Departure,Historical
W24,9,03-03-25,T1,U2,easyJet,International Short-Haul,A320,52,10,81%,Departure,Historical
W24,9,03-03-25,T1,W6,Wizz Air,International Short-Haul,A320,41,8,83%,Departure,Historical
W24,9,03-03-25,T2,AA,American Airlines,Transatlantic CBP,B787,26,4,88%,Departure,Historical
W24,9,03-03-25,T2,UA,United Airlines,Transatlantic CBP,B787,14,3,90%,Departure,Historical
W24,9,03-03-25,T2,DL,Delta Air Lines,Transatlantic CBP,A330,7,1,89%,Departure,Historical
W24,9,03-03-25,T2,AC,Air Canada,Transatlantic CBP,B787,7,1,90%,Departure,Historical
W24,9,03-03-25,T2,EK,Emirates,International Long-Haul,B777,12,2,85%,Departure,Historical
W24,9,03-03-25,T2,EY,Etihad,International Long-Haul,A330,6,1,85%,Departure,Historical
W24,9,03-03-25,T1,5X,UPS,Cargo,B767,5,1,nan%,Departure,Historical
W24,9,03-03-25,T1,FX,FedEx,Cargo,A320,4,1,nan%,Departure,Historical
W24,10,10-03-25,T1,FR,Ryanair,International Short-Haul,B737,1004,170,82%,Departure,Historical
W24,10,10-03-25,T1,FR,Ryanair,International Short-Haul,A320,67,12,84%,Departure,Historical
W24,10,10-03-25,T1,FR,Ryanair,Domestic,B737,50,9,71%,Departure,Historical
W24,10,10-03-25,T2,EI,Aer Lingus,International Short-Haul,A320,318,60,82%,Departure,Historical
W24,10,10-03-25,T2,EI,Aer Lingus,Transatlantic CBP,A330,114,20,88%,Departure,Historical
W24,10,10-03-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,56,10,89%,Departure,Historical
W24,10,10-03-25,T2,EI,Aer Lingus,International Long-Haul,A330,13,2,85%,Departure,Historical
W24,10,10-03-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,120,20,71%,Departure,Historical
W24,10,10-03-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,79,14,84%,Departure,Historical
W24,10,10-03-25,T2,BA,British Airways,International Short-Haul,A320,76,13,83%,Departure,Historical
W24,10,10-03-25,T2,BA,British Airways,International Short-Haul,E-Jet,55,10,82%,Departure,Historical
W24,10,10-03-25,T1,LH,Lufthansa,International Short-Haul,A320,46,9,82%,Departure,Historical
W24,10,10-03-25,T1,AF,Air France,International Short-Haul,A320,40,8,85%,Departure,Historical
W24,10,10-03-25,T1,KL,KLM,International Short-Haul,A320,41,7,83%,Departure,Historical
W24,10,10-03-25,T1,IB,Iberia,International Short-Haul,A320,26,4,84%,Departure,Historical
W24,10,10-03-25,T1,VY,Vueling,International Short-Haul,A320,23,4,82%,Departure,Historical
W24,10,10-03-25,T1,OS,Austrian,International Short-Haul,A320,13,2,83%,Departure,Historical
W24,10,10-03-25,T1,SK,SAS,International Short-Haul,A320,13,2,82%,Departure,Historical
W24,10,10-03-25,T1,AY,Finnair,International Short-Haul,A320,11,2,83%,Departure,Historical
W24,10,10-03-25,T1,TK,Turkish Airlines,International Long-Haul,A320,20,4,84%,Departure,Historical
W24,10,10-03-25,T1,U2,easyJet,International Short-Haul,A320,56,10,83%,Departure,Historical
W24,10,10-03-25,T1,W6,Wizz Air,International Short-Haul,A320,45,8,81%,Departure,Historical
W24,10,10-03-25,T2,AA,American Airlines,Transatlantic CBP,B787,30,6,88%,Departure,Historical
W24,10,10-03-25,T2,UA,United Airlines,Transatlantic CBP,B787,15,2,90%,Departure,Historical
W24,10,10-03-25,T2,DL,Delta Air Lines,Transatlantic CBP,A330,7,1,87%,Departure,Historical
W24,10,10-03-25,T2,AC,Air Canada,Transatlantic CBP,B787,8,1,88%,Departure,Historical
W24,10,10-03-25,T2,EK,Emirates,International Long-Haul,B777,13,2,85%,Departure,Historical
W24,10,10-03-25,T2,EY,Etihad,International Long-Haul,A330,6,1,84%,Departure,Historical
W24,10,10-03-25,T1,5X,UPS,Cargo,B767,6,1,nan%,Departure,Historical
W24,10,10-03-25,T1,FX,FedEx,Cargo,A320,4,1,nan%,Departure,Historical
W24,11,17-03-25,T1,FR,Ryanair,International Short-Haul,B737,1248,219,87%,Departure,Historical
W24,11,17-03-25,T1,FR,Ryanair,International Short-Haul,A320,92,17,84%,Departure,Historical
W24,11,17-03-25,T1,FR,Ryanair,Domestic,B737,63,11,72%,Departure,Historical
W24,11,17-03-25,T2,EI,Aer Lingus,International Short-Haul,A320,418,78,86%,Departure,Historical
W24,11,17-03-25,T2,EI,Aer Lingus,Transatlantic CBP,A330,156,27,91%,Departure,Historical
W24,11,17-03-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,74,12,92%,Departure,Historical
W24,11,17-03-25,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,86%,Departure,Historical
W24,11,17-03-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,152,28,72%,Departure,Historical
W24,11,17-03-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,102,18,84%,Departure,Historical
W24,11,17-03-25,T2,BA,British Airways,International Short-Haul,A320,101,19,87%,Departure,Historical
W24,11,17-03-25,T2,BA,British Airways,International Short-Haul,E-Jet,70,13,85%,Departure,Historical
W24,11,17-03-25,T1,LH,Lufthansa,International Short-Haul,A320,60,10,86%,Departure,Historical
W24,11,17-03-25,T1,AF,Air France,International Short-Haul,A320,53,9,85%,Departure,Historical
W24,11,17-03-25,T1,KL,KLM,International Short-Haul,A320,52,9,86%,Departure,Historical
W24,11,17-03-25,T1,IB,Iberia,International Short-Haul,A320,33,6,85%,Departure,Historical
W24,11,17-03-25,T1,VY,Vueling,International Short-Haul,A320,29,5,85%,Departure,Historical
W24,11,17-03-25,T1,OS,Austrian,International Short-Haul,A320,17,3,85%,Departure,Historical
W24,11,17-03-25,T1,SK,SAS,International Short-Haul,A320,17,3,85%,Departure,Historical
W24,11,17-03-25,T1,AY,Finnair,International Short-Haul,A320,13,2,86%,Departure,Historical
W24,11,17-03-25,T1,TK,Turkish Airlines,International Long-Haul,A320,26,4,88%,Departure,Historical
W24,11,17-03-25,T1,U2,easyJet,International Short-Haul,A320,74,14,83%,Departure,Historical
W24,11,17-03-25,T1,W6,Wizz Air,International Short-Haul,A320,61,11,85%,Departure,Historical
W24,11,17-03-25,T2,AA,American Airlines,Transatlantic CBP,B787,39,7,91%,Departure,Historical
W24,11,17-03-25,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,89%,Departure,Historical
W24,11,17-03-25,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,91%,Departure,Historical
W24,11,17-03-25,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,92%,Departure,Historical
W24,11,17-03-25,T2,EK,Emirates,International Long-Haul,B777,16,3,85%,Departure,Historical
W24,11,17-03-25,T2,EY,Etihad,International Long-Haul,A330,9,2,87%,Departure,Historical
W24,11,17-03-25,T1,5X,UPS,Cargo,B767,7,1,nan%,Departure,Historical
W24,11,17-03-25,T1,FX,FedEx,Cargo,A320,6,1,nan%,Departure,Historical
W24,12,24-03-25,T1,FR,Ryanair,International Short-Haul,B737,1071,178,82%,Departure,Historical
W24,12,24-03-25,T1,FR,Ryanair,International Short-Haul,A320,70,12,82%,Departure,Historical
W24,12,24-03-25,T1,FR,Ryanair,Domestic,B737,53,9,73%,Departure,Historical
W24,12,24-03-25,T2,EI,Aer Lingus,International Short-Haul,A320,353,66,84%,Departure,Historical
W24,12,24-03-25,T2,EI,Aer Lingus,Transatlantic CBP,A330,122,23,89%,Departure,Historical
W24,12,24-03-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,64,11,91%,Departure,Historical
W24,12,24-03-25,T2,EI,Aer Lingus,International Long-Haul,A330,14,2,87%,Departure,Historical
W24,12,24-03-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,119,22,72%,Departure,Historical
W24,12,24-03-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,86,17,85%,Departure,Historical
W24,12,24-03-25,T2,BA,British Airways,International Short-Haul,A320,79,15,84%,Departure,Historical
W24,12,24-03-25,T2,BA,British Airways,International Short-Haul,E-Jet,61,10,84%,Departure,Historical
W24,12,24-03-25,T1,LH,Lufthansa,International Short-Haul,A320,50,10,83%,Departure,Historical
W24,12,24-03-25,T1,AF,Air France,International Short-Haul,A320,42,7,85%,Departure,Historical
W24,12,24-03-25,T1,KL,KLM,International Short-Haul,A320,45,8,82%,Departure,Historical
W24,12,24-03-25,T1,IB,Iberia,International Short-Haul,A320,27,5,85%,Departure,Historical
W24,12,24-03-25,T1,VY,Vueling,International Short-Haul,A320,26,5,84%,Departure,Historical
W24,12,24-03-25,T1,OS,Austrian,International Short-Haul,A320,14,3,83%,Departure,Historical
W24,12,24-03-25,T1,SK,SAS,International Short-Haul,A320,15,3,84%,Departure,Historical
W24,12,24-03-25,T1,AY,Finnair,International Short-Haul,A320,11,2,83%,Departure,Historical
W24,12,24-03-25,T1,TK,Turkish Airlines,International Long-Haul,A320,21,4,86%,Departure,Historical
W24,12,24-03-25,T1,U2,easyJet,International Short-Haul,A320,57,10,85%,Departure,Historical
W24,12,24-03-25,T1,W6,Wizz Air,International Short-Haul,A320,53,9,83%,Departure,Historical
W24,12,24-03-25,T2,AA,American Airlines,Transatlantic CBP,B787,31,6,91%,Departure,Historical
W24,12,24-03-25,T2,UA,United Airlines,Transatlantic CBP,B787,16,3,91%,Departure,Historical
W24,12,24-03-25,T2,DL,Delta Air Lines,Transatlantic CBP,A330,8,1,90%,Departure,Historical
W24,12,24-03-25,T2,AC,Air Canada,Transatlantic CBP,B787,8,1,91%,Departure,Historical
W24,12,24-03-25,T2,EK,Emirates,International Long-Haul,B777,15,3,84%,Departure,Historical
W24,12,24-03-25,T2,EY,Etihad,International Long-Haul,A330,7,1,85%,Departure,Historical
W24,12,24-03-25,T1,5X,UPS,Cargo,B767,6,1,nan%,Departure,Historical
W24,12,24-03-25,T1,FX,FedEx,Cargo,A320,5,1,nan%,Departure,Historical
S25,13,31-03-25,T1,FR,Ryanair,International Short-Haul,B737,1069,181,82%,Departure,Historical
S25,13,31-03-25,T1,FR,Ryanair,International Short-Haul,A320,73,13,85%,Departure,Historical
S25,13,31-03-25,T1,FR,Ryanair,Domestic,B737,54,9,72%,Departure,Historical
S25,13,31-03-25,T2,EI,Aer Lingus,International Short-Haul,A320,376,65,83%,Departure,Historical
S25,13,31-03-25,T2,EI,Aer Lingus,Transatlantic CBP,A330,133,23,88%,Departure,Historical
S25,13,31-03-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,68,12,90%,Departure,Historical
S25,13,31-03-25,T2,EI,Aer Lingus,International Long-Haul,A330,15,3,85%,Departure,Historical
S25,13,31-03-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,129,22,70%,Departure,Historical
S25,13,31-03-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,88,17,86%,Departure,Historical
S25,13,31-03-25,T2,BA,British Airways,International Short-Haul,A320,88,15,82%,Departure,Historical
S25,13,31-03-25,T2,BA,British Airways,International Short-Haul,E-Jet,64,12,84%,Departure,Historical
S25,13,31-03-25,T1,LH,Lufthansa,International Short-Haul,A320,51,9,85%,Departure,Historical
S25,13,31-03-25,T1,AF,Air France,International Short-Haul,A320,44,8,85%,Departure,Historical
S25,13,31-03-25,T1,KL,KLM,International Short-Haul,A320,45,8,83%,Departure,Historical
S25,13,31-03-25,T1,IB,Iberia,International Short-Haul,A320,30,5,84%,Departure,Historical
S25,13,31-03-25,T1,VY,Vueling,International Short-Haul,A320,26,5,82%,Departure,Historical
S25,13,31-03-25,T1,OS,Austrian,International Short-Haul,A320,15,3,85%,Departure,Historical
S25,13,31-03-25,T1,SK,SAS,International Short-Haul,A320,15,3,85%,Departure,Historical
S25,13,31-03-25,T1,AY,Finnair,International Short-Haul,A320,12,2,82%,Departure,Historical
S25,13,31-03-25,T1,TK,Turkish Airlines,International Long-Haul,A320,22,4,84%,Departure,Historical
S25,13,31-03-25,T1,U2,easyJet,International Short-Haul,A320,64,12,85%,Departure,Historical
S25,13,31-03-25,T1,W6,Wizz Air,International Short-Haul,A320,52,9,83%,Departure,Historical
S25,13,31-03-25,T2,AA,American Airlines,Transatlantic CBP,B787,35,6,89%,Departure,Historical
S25,13,31-03-25,T2,UA,United Airlines,Transatlantic CBP,B787,17,3,89%,Departure,Historical
S25,13,31-03-25,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,91%,Departure,Historical
S25,13,31-03-25,T2,AC,Air Canada,Transatlantic CBP,B787,8,1,91%,Departure,Historical
S25,13,31-03-25,T2,EK,Emirates,International Long-Haul,B777,14,3,86%,Departure,Historical
S25,13,31-03-25,T2,EY,Etihad,International Long-Haul,A330,8,1,85%,Departure,Historical
S25,13,31-03-25,T1,5X,UPS,Cargo,B767,7,1,nan%,Departure,Historical
S25,13,31-03-25,T1,FX,FedEx,Cargo,A320,5,1,nan%,Departure,Historical
S25,14,07-04-25,T1,FR,Ryanair,International Short-Haul,B737,1082,191,85%,Departure,Historical
S25,14,07-04-25,T1,FR,Ryanair,International Short-Haul,A320,76,13,84%,Departure,Historical
S25,14,07-04-25,T1,FR,Ryanair,Domestic,B737,57,10,71%,Departure,Historical
S25,14,07-04-25,T2,EI,Aer Lingus,International Short-Haul,A320,388,73,83%,Departure,Historical
S25,14,07-04-25,T2,EI,Aer Lingus,Transatlantic CBP,A330,137,25,91%,Departure,Historical
S25,14,07-04-25,T2,EI,Aer Lingus,Transatlantic CBP,B787,69,13,89%,Departure,Historical
S25,14,07-04-25,T2,EI,Aer Lingus,International Long-Haul,A330,14,2,87%,Departure,Historical
S25,14,07-04-25,T2,RE,Aer Lingus Regional,Domestic,ATR72,134,25,74%,Departure,Historical
S25,14,07-04-25,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,85,16,85%,Departure,Historical
S25,14,07-04-25,T2,BA,British Airways,International Short-Haul,A320,92,18,85%,Departure,Historical
S25,14,07-04-25,T2,BA,British Airways,International Short-Haul,E-Jet,62,12,82%,Departure,Historical
S25,14,07-04-25,T1,LH,Lufthansa,International Short-Haul,A320,52,10,83%,Departure,Historical
S25,14,07-04-25,T1,AF,Air France,International Short-Haul,A320,48,8,84%,Departure,Historical
S25,14,07-04-25,T1,KL,KLM,International Short-Haul,A320,46,9,86%,Departure,Historical
S25,14,07-04-25,T1,IB,Iberia,International Short-Haul,A320,31,5,85%,Departure,Historical
