date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,icao_cat,cbp_flag,actual_landing,status_source,gate,Status
13-Apr-26,16:25,EI736,Palma de Mallorca (PMI),PMI,Aer Lingus,A320,EI-DEK,C,FALSE,16:33,Actual,413,Departure
13-Apr-26,16:25,FR120,London (LGW),LGW,Ryanair,B738,EI-DPP,C,FALSE,17:22,Actual,204,Departure
13-Apr-26,16:25,FR808,Edinburgh (EDI),EDI,Ryanair,B38M,EI-IHY,C,FALSE,16:48,Actual,208,Departure
13-Apr-26,16:25,FR1452,Brussels (BRU),BRU,Ryanair,B738,EI-DPN,C,FALSE,16:37,Actual,210,Departure
13-Apr-26,16:30,FR8912,Zagreb (ZAG),ZAG,Lauda Europe,A320,9H-LAX,C,FALSE,17:00,Actual,206,Departure
13-Apr-26,16:35,EI119,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRG,C,FALSE,16:41,Actual,509,Departure
13-Apr-26,16:40,FR5306,Kerry (KIR),KIR,Ryanair,B738,SP-RKD,C,FALSE,16:39,Actual,203,Departure
13-Apr-26,16:40,FR7326,Prague (PRG),PRG,Ryanair,B738,SP-RSF,C,FALSE,16:50,Actual,209,Departure
13-Apr-26,16:45,BA4469,London (LCY),LCY,British Airways,E190,G-LCYS,C,FALSE,16:57,Actual,425,Departure
13-Apr-26,16:45,EI107,New York (JFK),JFK,Aer Lingus,A21N,EI-LRE,C,FALSE,17:11,Actual,405,Departure
13-Apr-26,16:45,EI125,Chicago (ORD),ORD,Aer Lingus,A333,EI-EIL,E,FALSE,17:03,Actual,512,Departure
13-Apr-26,16:45,EI137,Boston (BOS),BOS,Aer Lingus,A333,EI-EIN,E,FALSE,16:55,Actual,416,Departure
13-Apr-26,16:45,FR943,Palma de Mallorca (PMI),PMI,Ryanair,B38M,EI-IFS,C,FALSE,17:14,Actual,207,Departure
13-Apr-26,16:50,FR562,Manchester (MAN),MAN,Ryanair,B38M,9H-VUW,C,FALSE,17:05,Actual,104,Departure
13-Apr-26,16:50,FR4224,Bratislava (BTS),BTS,Ryanair,B738,9H-QCT,C,FALSE,16:59,Actual,210,Departure
13-Apr-26,17:00,FR7034,Faro (FAO),FAO,Ryanair,B738,EI-DPL,C,FALSE,17:12,Actual,205,Departure
13-Apr-26,17:05,TK1978,Istanbul (IST),IST,Turkish Airlines,B738,TC-JHV,C,FALSE,17:25,Actual,114,Departure
13-Apr-26,17:15,FR3977,Barcelona (BCN),BCN,Ryanair,B738,9H-QDI,C,FALSE,18:29,Actual,209,Departure
13-Apr-26,17:20,FR3880,Dubrovnik (DBV),DBV,Ryanair,B38M,EI-ILJ,C,FALSE,17:35,Actual,207,Departure
13-Apr-26,17:20,FR5203,Sofia (SOF),SOF,Ryanair,B38M,EI-ILC,C,FALSE,17:51,Actual,205,Departure
13-Apr-26,17:20,KL1142,Amsterdam (AMS),AMS,KLM,E190,PH-EZL,C,FALSE,17:45,Actual,119,Departure
13-Apr-26,17:30,EI176,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,FALSE,17:38,Actual,408,Departure
13-Apr-26,17:35,LH981,Frankfurt (FRA),FRA,Lufthansa,A321,D-AISH,C,FALSE,18:17,Actual,117,Departure
13-Apr-26,17:45,VL2519,Munich (MUC),MUC,Lufthansa City,A20N,D-AIIC,C,FALSE,18:06,Actual,117,Departure
13-Apr-26,17:50,EI336,Berlin (BER),BER,Aer Lingus,A320,EI-DVI,C,FALSE,17:58,Actual,407,Departure
13-Apr-26,17:50,EA3228,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,17:54,Actual,418,Departure
13-Apr-26,17:50,EA3308,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,18:00,Actual,421,Departure
13-Apr-26,17:50,FR5021,Pisa (PSA),PSA,Ryanair,B38M,9H-VVJ,C,FALSE,19:45,Actual,208,Departure
13-Apr-26,17:50,FR7134,Palermo (PMO),PMO,Ryanair,B738,SP-RND,C,FALSE,17:53,Actual,209,Departure
13-Apr-26,17:55,FR7312,Zadar (ZAD),ZAD,Ryanair,B38M,EI-IHC,C,FALSE,18:13,Actual,209,Departure
13-Apr-26,18:00,AY1386,Helsinki (HEL),HEL,Finnair,A319,OH-LVH,C,FALSE,18:12,Actual,408,Departure
13-Apr-26,18:00,FR122,London (LGW),LGW,Ryanair,B738,9H-QEK,C,FALSE,18:32,Actual,202,Departure
13-Apr-26,18:00,FR3102,Amsterdam (AMS),AMS,Ryanair,B738,SP-RKM,C,FALSE,19:17,Actual,210,Departure
13-Apr-26,18:00,N/A,Tirana (TIA),TIA,Ryanair,CL35,M-ASBA,C,FALSE,18:04,Actual,208,Departure
13-Apr-26,18:05,FR290,London (STN),STN,Ryanair,B38M,EI-IHN,C,FALSE,19:12,Actual,210,Departure
13-Apr-26,18:05,FR8134,Alicante (ALC),ALC,Ryanair,B38M,EI-HMW,C,FALSE,18:57,Actual,209,Departure
13-Apr-26,18:10,FR9977,Ibiza (IBZ),IBZ,Ryanair,B738,EI-EBY,C,FALSE,19:19,Actual,201,Departure
13-Apr-26,18:20,EI610,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-FNJ,C,FALSE,18:19,Actual,410,Departure
13-Apr-26,18:20,FR8107,Reus (REU),REU,Ryanair,B738,EI-GXK,C,FALSE,18:30,Actual,209,Departure
13-Apr-26,18:30,EI528,Paris (CDG),CDG,Aer Lingus,A320,EI-DEI,C,FALSE,18:52,Actual,403,Departure
13-Apr-26,18:30,EA3258,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,18:41,Actual,422,Departure
13-Apr-26,18:30,FR20,Newcastle (NCL),NCL,Ryanair,B738,EI-GJT,C,FALSE,18:34,Actual,202,Departure
13-Apr-26,18:35,FR126,London (LGW),LGW,Ryanair,B738,9H-QCA,C,FALSE,18:50,Actual,205,Departure
13-Apr-26,18:35,FR7002,Girona (GRO),GRO,Ryanair,B38M,9H-VUZ,C,FALSE,18:46,Actual,211,Departure
13-Apr-26,18:35,LX405,Zurich (ZRH),ZRH,airBaltic,BCS3,YL-BTB,C,FALSE,19:00,Actual,118,Departure
13-Apr-26,18:35,FX5201,London (STN),STN,FedEx,B763,N107FE,D,FALSE,18:47,Actual,R201,Departure
13-Apr-26,18:35,N/A,Zurich (ZRH),ZRH,airBaltic,BCS3,YL-BTB,C,FALSE,19:00,Actual,114,Departure
13-Apr-26,18:40,EI486,Lisbon (LIS),LIS,Aer Lingus,A20N,EI-NSD,C,FALSE,18:44,Actual,403,Departure
13-Apr-26,18:45,FR4038,Milan (BGY),BGY,Ryanair,B38M,9H-VVR,C,FALSE,20:04,Actual,210,Departure
13-Apr-26,18:50,EI276,Birmingham (BHX),BHX,Aer Lingus,A320,EI-GAL,C,FALSE,18:55,Actual,406,Departure
13-Apr-26,18:50,EI3408,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,19:02,Actual,417,Departure
13-Apr-26,18:50,TP1325,Lisbon (LIS),LIS,TAP Express,E190,CS-TPO,C,FALSE,19:46,Actual,113,Departure
13-Apr-26,18:55,EI564,Barcelona (BCN),BCN,Aer Lingus,A320,EI-EDS,C,FALSE,19:08,Actual,403,Departure
13-Apr-26,18:55,FR1860,Paris (BVA),BVA,Ryanair,B738,SP-RKV,C,FALSE,19:24,Actual,112,Departure
13-Apr-26,18:55,TK6425,Milan (MXP),MXP,Turkish Airlines,33X,,C,FALSE,,Actual,R204,Departure
13-Apr-26,19:00,EI182,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,18:58,Actual,412,Departure
13-Apr-26,19:05,SK2538,Copenhagen (CPH),CPH,SAS,A20N,EI-SIG,C,FALSE,19:05,Actual,117,Departure
13-Apr-26,19:10,EI3328,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,19:34,Actual,421,Departure
13-Apr-26,19:10,FR508,Bristol (BRS),BRS,Ryanair,B38M,EI-HGG,C,FALSE,20:06,Actual,211,Departure
13-Apr-26,19:15,AF1117,Paris (CDG),CDG,Air France,BCS3,F-HZUA,C,FALSE,19:32,Actual,114,Departure
13-Apr-26,19:15,FR3568,Santiago de Compostela (SCQ),SCQ,Ryanair,B738,SP-RNS,C,FALSE,20:18,Actual,207,Departure
13-Apr-26,19:15,FR5563,Glasgow (GLA),GLA,Ryanair,B738,SP-RKH,C,FALSE,19:27,Actual,204,Departure
13-Apr-26,19:20,BA4473,London (LCY),LCY,British Airways,E190,G-LCAG,C,FALSE,19:25,Actual,423,Departure
13-Apr-26,19:20,EI3274,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,FALSE,19:20,Actual,421,Departure
13-Apr-26,19:20,FR7072,Porto (OPO),OPO,Ryanair,B738,SP-RKD,C,FALSE,19:31,Actual,201,Departure
13-Apr-26,19:20,N/A,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,19:28,Actual,418,Departure
13-Apr-26,19:25,FR142,London (LGW),LGW,Ryanair,B38M,9H-VUQ,C,FALSE,19:39,Actual,210,Departure
13-Apr-26,19:25,FR7799,Milan (MXP),MXP,Ryanair,B38M,EI-IHY,C,FALSE,20:37,Actual,202,Departure
13-Apr-26,19:30,BA833,London (LHR),LHR,British Airways,A320,G-EUYA,C,FALSE,19:41,Actual,423,Departure
13-Apr-26,19:30,EA3196,Liverpool (LPL),LPL,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,19:36,Actual,418,Departure
13-Apr-26,19:35,FR632,Copenhagen (CPH),CPH,Ryanair,B38M,EI-HET,C,FALSE,19:43,Actual,209,Departure
13-Apr-26,19:35,FR4501,Cologne (CGN),CGN,Ryanair,B738,9H-QAD,C,FALSE,19:49,Actual,208,Departure
13-Apr-26,19:45,EI109,New York (JFK),JFK,Aer Lingus,A21N,EI-LRF,C,FALSE,20:00,Actual,505,Departure
13-Apr-26,19:45,FR5418,Berlin (BER),BER,Ryanair,B738,EI-EBV,C,FALSE,19:55,Actual,205,Departure
13-Apr-26,19:55,5X207,London (STN),STN,UPS,B763,N327UP,D,FALSE,19:56,Actual,R202,Departure
13-Apr-26,20:00,FR211,London (STN),STN,Ryanair,B738,SP-RSQ,C,FALSE,20:14,Actual,109,Departure
13-Apr-26,20:10,BA4471,London (LCY),LCY,British Airways,E190,G-LCAE,C,FALSE,20:28,Actual,424,Departure
13-Apr-26,20:10,FR666,Birmingham (BHX),BHX,Ryanair,B738,EI-DPP,C,FALSE,20:46,Actual,206,Departure
13-Apr-26,20:15,FR1556,Manchester (MAN),MAN,Ryanair,B738,9H-QBZ,C,FALSE,20:20,Actual,208,Departure
13-Apr-26,20:25,BA835,London (LHR),LHR,British Airways,A21N,G-NEOV,C,FALSE,20:33,Actual,426,Departure
13-Apr-26,20:30,FR448,Liverpool (LPL),LPL,Ryanair,B738,EI-DCL,C,FALSE,20:30,Actual,107,Departure
13-Apr-26,20:30,FR812,Edinburgh (EDI),EDI,Ryanair,B38M,EI-IJD,C,FALSE,21:11,Actual,209,Departure
13-Apr-26,20:35,FR7132,Faro (FAO),FAO,Ryanair,B738,EI-EVR,C,FALSE,20:48,Actual,206,Departure
13-Apr-26,20:45,FR2030,Krakow (KRK),KRK,Ryanair,B38M,SP-RZO,C,FALSE,20:53,Actual,203,Departure
13-Apr-26,20:50,N/A,Leipzig (LEJ),LEJ,Titan Airways,A321,9H-ZTB,C,FALSE,20:59,Actual,R105,Departure
13-Apr-26,21:05,DN508,Bucharest (OTP),OTP,Dan Air,A320,YR-JUL,C,FALSE,21:34,Actual,R106,Departure
13-Apr-26,21:05,N/A,Nottingham (EMA),EMA,DHL,B738,EC-IXE,C,FALSE,21:17,Actual,R204,Departure
13-Apr-26,21:19,5X249,Cologne (CGN),CGN,UPS,B763,N391UP,D,FALSE,21:29,Actual,R203,Departure
13-Apr-26,21:20,FR556,Manchester (MAN),MAN,Ryanair,B738,EI-DPN,C,FALSE,21:19,Actual,210,Departure
13-Apr-26,21:20,FR7787,Marrakesh (RAK),RAK,Ryanair,B738,EI-EKI,C,FALSE,23:06,Actual,206,Departure
13-Apr-26,21:30,FR7156,Madrid (MAD),MAD,Ryanair,B738,EI-DWA,C,FALSE,22:32,Actual,204,Departure
13-Apr-26,21:35,FR342,London (LTN),LTN,Ryanair,B38M,EI-ILG,C,FALSE,21:59,Actual,205,Departure
13-Apr-26,21:35,VY8723,Barcelona (BCN),BCN,Vueling,A320,EC-LOP,C,FALSE,21:55,Actual,110,Departure
13-Apr-26,21:40,FR668,Birmingham (BHX),BHX,Ryanair,B738,EI-GJT,C,FALSE,21:35,Actual,109,Departure
13-Apr-26,21:45,FR6395,Barcelona (BCN),BCN,Ryanair,B738,9H-QEK,C,FALSE,22:24,Actual,204,Departure
13-Apr-26,21:50,FR634,Cardiff (CWL),CWL,Ryanair,B738,SP-RNP,C,FALSE,22:20,Actual,209,Departure
13-Apr-26,22:00,EK164,Dubai (DXB),DXB,Emirates,B77W,A6-EPH,C,FALSE,22:10,Actual,515,Departure
13-Apr-26,22:00,FR292,London (STN),STN,Ryanair,B738,EI-DLI,C,FALSE,22:33,Actual,103,Departure
13-Apr-26,22:00,FR513,Bristol (BRS),BRS,Ryanair,B38M,EI-IKR,C,FALSE,22:17,Actual,202,Departure
13-Apr-26,22:00,5O4394,Paris (CDG),CDG,ASL Airlines,B738,F-HIQB,C,FALSE,22:13,Actual,R115,Departure
13-Apr-26,22:50,FR457,Leeds (LBA),LBA,Ryanair,B38M,9H-VVL,C,FALSE,23:04,Actual,206,Departure
13-Apr-26,23:20,5F5712,Chisinau (RMO),RMO,FlyOne,A321,ER-00003,C,FALSE,23:52,Actual,R111,Departure
13-Apr-26,23:30,N/A,Kaunas (KUN),KUN,Ryanair,B38M,EI-HGW,C,FALSE,00:18,Actual,208,Departure
14-Apr-26,00:05,FR3567,Santiago de Compostela (SCQ),SCQ,Ryanair,B738,SP-RNS,C,FALSE,00:26,Actual,202,Arrival
14-Apr-26,00:10,FR7001,Girona (GRO),GRO,Ryanair,B38M,9H-VUZ,C,FALSE,23:30,Actual,202,Arrival
14-Apr-26,00:15,FR635,Cardiff (CWL),CWL,Ryanair,B738,SP-RNP,C,FALSE,00:06,Actual,205,Arrival
14-Apr-26,00:15,FR669,Birmingham (BHX),BHX,Ryanair,B38M,EI-IHM,C,FALSE,23:55,Actual,209,Arrival
14-Apr-26,00:20,EI779,Lanzarote (ACE),ACE,Aer Lingus,A20N,EI-NSB,C,FALSE,00:14,Actual,402,Arrival
14-Apr-26,00:20,FR7125,Lanzarote (ACE),ACE,Ryanair,B38M,EI-IFW,C,FALSE,00:10,Actual,201,Arrival
14-Apr-26,00:20,FR7313,Zadar (ZAD),ZAD,Ryanair,B38M,EI-IHC,C,FALSE,00:00,Actual,208,Arrival
14-Apr-26,00:25,FR3881,Dubrovnik (DBV),DBV,Ryanair,B38M,EI-ILJ,C,FALSE,00:16,Actual,204,Arrival
14-Apr-26,00:25,FR8135,Alicante (ALC),ALC,Ryanair,B38M,EI-HMW,C,FALSE,00:46,Actual,202,Arrival
14-Apr-26,00:30,FR9976,Ibiza (IBZ),IBZ,Ryanair,B738,EI-EBY,C,FALSE,01:04,Actual,205,Arrival
14-Apr-26,00:35,FR633,Copenhagen (CPH),CPH,Ryanair,B38M,EI-HET,C,FALSE,00:03,Actual,206,Arrival
14-Apr-26,00:45,EI765,Tenerife (TFS),TFS,Aer Lingus (Retro livery),A320,EI-DVM,C,FALSE,00:39,Actual,403,Arrival
14-Apr-26,00:45,LH8321,Birmingham (BHX),BHX,Lufthansa Cargo,A321,D-AEUA,C,FALSE,00:21,Actual,R101,Arrival
14-Apr-26,00:50,EI783,Gran Canaria (LPA),LPA,Aer Lingus,A320,EI-DVL,C,FALSE,00:32,Actual,405,Arrival
14-Apr-26,00:50,FR7073,Porto (OPO),OPO,Ryanair,B738,SP-RKD,C,FALSE,00:43,Actual,203,Arrival
14-Apr-26,00:50,FR7120,Tenerife (TFS),TFS,Ryanair,B38M,EI-HEN,C,FALSE,01:36,Actual,203,Arrival
14-Apr-26,00:55,EI565,Barcelona (BCN),BCN,Aer Lingus,A320,EI-EDS,C,FALSE,00:30,Actual,415,Arrival
14-Apr-26,00:59,EI487,Lisbon (LIS),LIS,Aer Lingus,A20N,EI-NSD,C,FALSE,01:13,Actual,413,Arrival
14-Apr-26,01:01,FR7800,Milan (MXP),MXP,Ryanair,B38M,EI-IHY,C,FALSE,01:37,Actual,203,Arrival
14-Apr-26,01:15,FR5204,Sofia (SOF),SOF,Ryanair,B38M,EI-ILC,C,FALSE,01:17,Actual,201,Arrival
14-Apr-26,01:15,FR7135,Palermo (PMO),PMO,Ryanair,B738,SP-RND,C,FALSE,00:53,Actual,210,Arrival
14-Apr-26,01:30,EI799,Izmir (ADB),ADB,Aer Lingus,A320,EI-DEJ,C,FALSE,00:49,Actual,407,Arrival
14-Apr-26,01:49,XM358,Birmingham (BHX),BHX,Zimex Aviation,AT72,HB-AFJ,B,FALSE,02:10,Actual,R101,Arrival
14-Apr-26,04:00,N/A,Nottingham (EMA),EMA,DHL,A306,D-AEAT,C,FALSE,03:53,Actual,R101,Arrival
14-Apr-26,04:25,QY2886,Brussels (BRU),BRU,DHL,B738,EC-HLN,C,FALSE,04:23,Actual,R101,Arrival
14-Apr-26,04:30,EI104,New York (JFK),JFK,Aer Lingus,A333,EI-FNG,E,TRUE,03:30,Actual,505,Arrival
14-Apr-26,04:38,FX5051,Indianapolis (IND),IND,FedEx,B763,N125FE,D,FALSE,04:33,Actual,R101,Arrival
14-Apr-26,04:45,5O4294,Paris (CDG),CDG,ASL Airlines,B738,F-HIQB,C,FALSE,04:44,Actual,R115,Arrival
14-Apr-26,04:49,5X248,Cologne (CGN),CGN,UPS,B763,N391UP,D,FALSE,04:30,Actual,R101,Arrival
14-Apr-26,05:10,EI122,Chicago (ORD),ORD,Aer Lingus,A333,EI-EDY,E,TRUE,06:07,Actual,506,Arrival
14-Apr-26,05:10,EI126,Toronto (YYZ),YYZ,Aer Lingus,A333,EI-DUZ,E,TRUE,05:03,Actual,507,Arrival
14-Apr-26,05:11,QY2882,Leipzig (LEJ),LEJ,Titan Airways,A321,9H-ZTB,C,FALSE,05:08,Actual,R101,Arrival
14-Apr-26,05:15,EI100,New York (EWR),EWR,Aer Lingus,A21N,EI-LRC,C,TRUE,04:27,Actual,508,Arrival
14-Apr-26,05:15,EI116,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRA,C,TRUE,04:38,Actual,509,Arrival
14-Apr-26,05:15,EI130,Windsor Locks (BDL),BDL,Aer Lingus,A21N,EI-LRD,C,TRUE,05:06,Actual,510,Arrival
14-Apr-26,05:58,FX5202,London (STN),STN,FedEx,B763,N107FE,D,FALSE,05:46,Actual,R101,Arrival
14-Apr-26,06:07,TK6425,Istanbul (IST),IST,Turkish Cargo,A332,TC-JCI,E,FALSE,05:50,Actual,R101,Arrival
14-Apr-26,06:30,AA722,Philadelphia (PHL),PHL,American Airlines,B788,N871AY,E,TRUE,05:41,Actual,516,Arrival
14-Apr-26,06:30,FR23,Paris (BVA),BVA,Ryanair,B38M,EI-IKW,C,FALSE,05:59,Actual,203,Arrival
14-Apr-26,06:45,FR435,Liverpool (LPL),LPL,Ryanair,B738,EI-GSK,C,FALSE,06:30,Actual,203,Arrival
14-Apr-26,07:00,FR157,Leeds (LBA),LBA,Ryanair,B738,9H-QFD,C,FALSE,08:35,Actual,202,Arrival
14-Apr-26,07:10,FR2972,Kaunas (KUN),KUN,Ryanair,B38M,SP-RZL,C,FALSE,06:35,Actual,108,Arrival
14-Apr-26,07:20,UA310,Washington (IAD),IAD,United Airlines,B752,N14106,D,TRUE,07:18,Actual,519,Arrival
14-Apr-26,07:30,UA23,New York (EWR),EWR,United Airlines,B77W,N2331U,C,TRUE,07:01,Actual,519,Arrival
14-Apr-26,07:35,FR339,London (LTN),LTN,Ryanair,B38M,9H-VUH,C,FALSE,07:10,Actual,209,Arrival
14-Apr-26,07:35,FR3976,Barcelona (BCN),BCN,Ryanair,B738,EI-EME,C,FALSE,07:31,Actual,210,Arrival
14-Apr-26,07:35,FR5419,Berlin (BER),BER,Ryanair,B38M,EI-IGK,C,FALSE,07:11,Actual,207,Arrival
14-Apr-26,07:40,BA824,London (LHR),LHR,British Airways,A320,G-EUUJ,C,FALSE,07:15,Actual,424,Arrival
14-Apr-26,07:50,FR271,London (STN),STN,Ryanair,B38M,EI-HGY,C,FALSE,07:36,Actual,205,Arrival
14-Apr-26,07:55,DL258,Minneapolis (MSP),MSP,Delta Air Lines,A333,N806NW,E,TRUE,07:06,Actual,506,Arrival
14-Apr-26,08:05,BA4460,London (LCY),LCY,British Airways,E190,G-LCAG,C,FALSE,07:47,Actual,423,Arrival
14-Apr-26,08:05,LH976,Frankfurt (FRA),FRA,Lufthansa,A319,D-AIBF,C,FALSE,08:02,Actual,116,Arrival
14-Apr-26,08:15,AC800,Toronto (YYZ),YYZ,Air Canada,B789,C-FGDZ,E,TRUE,08:17,Actual,513,Arrival
14-Apr-26,08:15,EI86,Cleveland (CLE),CLE,Aer Lingus,A21N,EI-XLU,C,TRUE,10:00,Actual,501,Arrival
14-Apr-26,08:15,EI88,Minneapolis (MSP),MSP,Aer Lingus,A21N,EI-XLW,C,TRUE,07:24,Actual,502,Arrival
14-Apr-26,08:15,AF1616,Paris (CDG),CDG,Air France,BCS3,F-HOZB,C,FALSE,08:07,Actual,115,Arrival
14-Apr-26,08:20,D83606,Copenhagen (CPH),CPH,Norwegian (Gustav Vigeland Livery),B738,SE-RPL,C,FALSE,08:04,Actual,R101,Arrival
14-Apr-26,08:20,KL1135,Amsterdam (AMS),AMS,KLM,E295,PH-NXI,C,FALSE,08:00,Actual,118,Arrival
14-Apr-26,08:25,EI136,Boston (BOS),BOS,Aer Lingus,A333,EI-EIN,E,TRUE,07:49,Actual,504,Arrival
14-Apr-26,08:25,FR809,Edinburgh (EDI),EDI,Ryanair,B738,9H-QCT,C,FALSE,08:11,Actual,208,Arrival
14-Apr-26,08:35,EI76,Nashville (BNA),BNA,Aer Lingus,A21N,EI-XLR,C,TRUE,07:57,Actual,410,Arrival
14-Apr-26,08:40,EI146,Bridgetown (BGI),BGI,Aer Lingus,A21N,EI-XLV,C,FALSE,07:58,Actual,412,Arrival
14-Apr-26,08:45,DL176,Atlanta (ATL),ATL,Delta Air Lines,B764,N825MH,D,TRUE,,Actual,503,Arrival
14-Apr-26,08:45,FR275,Glasgow (GLA),GLA,Ryanair,B738,SP-RND,C,FALSE,08:37,Actual,201,Arrival
14-Apr-26,08:50,EI106,New York (JFK),JFK,Aer Lingus,A21N,EI-LRE,C,TRUE,08:28,Actual,403,Arrival
14-Apr-26,08:50,EI3401,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,08:31,Actual,420,Arrival
14-Apr-26,08:55,AY1381,Helsinki (HEL),HEL,Jettime,B738,OY-JZO,C,FALSE,08:56,Actual,409,Arrival
14-Apr-26,08:55,EY45,Abu Dhabi (AUH),AUH,Etihad Airways,B789,A6-BLZ,E,FALSE,09:11,Actual,R101,Arrival
14-Apr-26,08:55,FR553,Manchester (MAN),MAN,Ryanair,B738,SP-RKD,C,FALSE,08:42,Actual,207,Arrival
14-Apr-26,09:00,EI151,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,FALSE,08:39,Actual,403,Arrival
14-Apr-26,09:05,EI118,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRG,C,TRUE,08:14,Actual,415,Arrival
14-Apr-26,09:05,IB1881,Madrid (MAD),MAD,Iberia Express,A320,EC-LVQ,C,FALSE,08:50,Actual,110,Arrival
14-Apr-26,09:15,DL44,New York (JFK),JFK,Delta Air Lines,B763,N177DZ,D,TRUE,08:25,Actual,504,Arrival
14-Apr-26,09:15,EI203,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEJ,C,FALSE,08:54,Actual,408,Arrival
14-Apr-26,09:15,FR21,Newcastle (NCL),NCL,Ryanair,B38M,EI-HAW,C,FALSE,09:28,Actual,203,Arrival
14-Apr-26,09:15,VY8720,Barcelona (BCN),BCN,Vueling,A320,EC-MER,C,FALSE,09:07,Actual,111,Arrival
14-Apr-26,09:20,EI263,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEI,C,FALSE,08:59,Actual,416,Arrival
14-Apr-26,09:31,N/A,Prague (PRG),PRG,Smartwings (CSA Livery),BCS3,OK-FYD,C,FALSE,09:38,Actual,R101,Arrival
14-Apr-26,09:31,N/A,Munich (MUC),MUC,NetJets,C56X,CS-DQA,C,FALSE,09:36,Actual,R110,Arrival
14-Apr-26,09:35,AA724,Charlotte (CLT),CLT,American Airlines,B772,N762AN,E,TRUE,09:19,Actual,517,Arrival
14-Apr-26,09:35,EI1120,Orlando (MCO),MCO,Aer Lingus,A333,EI-FNH,E,TRUE,09:44,Actual,409,Arrival
14-Apr-26,09:35,FR661,Birmingham (BHX),BHX,Ryanair,B38M,EI-HMW,C,FALSE,09:26,Actual,206,Arrival
14-Apr-26,09:35,TK1975,Istanbul (IST),IST,Turkish Airlines,A21N,TC-LSZ,C,FALSE,09:14,Actual,114,Arrival
14-Apr-26,09:40,BA826,London (LHR),LHR,British Airways,A21N,G-NEOU,C,FALSE,09:17,Actual,423,Arrival
14-Apr-26,09:40,FR1987,Nantes (NTE),NTE,Ryanair,B738,SP-RSQ,C,FALSE,09:23,Actual,205,Arrival
14-Apr-26,09:45,AA132,Dallas (DFW),DFW,American Airlines,B788,N882BL,E,TRUE,11:48,Actual,516,Arrival
14-Apr-26,09:45,UA980,Chicago (ORD),ORD,United Airlines,B788,N27901,E,TRUE,09:32,Actual,518,Arrival
14-Apr-26,09:50,EI401,Rome (FCO),FCO,Aer Lingus,A320,EI-DER,C,FALSE,10:04,Actual,406,Arrival
14-Apr-26,09:50,EA3221,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,09:30,Actual,421,Arrival
14-Apr-26,09:50,EA3251,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,09:43,Actual,421,Arrival
14-Apr-26,09:50,EI3391,Leeds (LBA),LBA,Aer Lingus Regional,AT76,G-CMMN,B,FALSE,,Actual,421,Arrival
14-Apr-26,09:50,FR31,London (STN),STN,Ryanair,B738,SP-RKM,C,FALSE,09:49,Actual,208,Arrival
14-Apr-26,09:55,LH2516,Munich (MUC),MUC,Lufthansa,A21N,D-AIEE,C,FALSE,10:29,Actual,119,Arrival
14-Apr-26,09:57,N/A,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,09:55,Actual,418,Arrival
14-Apr-26,10:00,A3630,Athens (ATH),ATH,Aegean Airlines,A320,SX-DNB,C,FALSE,09:47,Actual,R101,Arrival
14-Apr-26,10:00,TP1322,Lisbon (LIS),LIS,TAP Express,E195,CS-TAY,C,FALSE,09:56,Actual,112,Arrival
14-Apr-26,10:05,FR47,Brussels (CRL),CRL,Ryanair,B738,9H-QAL,C,FALSE,,Actual,208,Arrival
14-Apr-26,10:15,EI153,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,10:26,Actual,416,Arrival
14-Apr-26,10:15,FR113,London (LGW),LGW,Ryanair,B38M,EI-HET,C,FALSE,10:06,Actual,209,Arrival
14-Apr-26,10:15,FR441,Liverpool (LPL),LPL,Ryanair,B738,EI-DWF,C,FALSE,09:51,Actual,206,Arrival
14-Apr-26,10:20,EI603,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEK,C,FALSE,10:35,Actual,405,Arrival
